Gıda,Kod,Gruplar,Grup Linkleri,Gıda Linki
"Aşure, İstanbul",12.02.0130,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-asure-istanbul-609
"Aşure, İzmir",12.02.0131,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-asure-izmir-608
"Aşure, Konya",12.02.0132,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-asure-konya-683
Atelması,09.01.0062,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-atelmasi-733
Avokado,09.01.0005,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-avokado-317
"Ayçiçeği tohumu, çerezlik, Alaca, kavrulmuş",07.02.0007,Yağlı tohumlar ve kuru baklagiller,https://turkomp.tarimorman.gov.tr/?type=foods&group=7,https://turkomp.tarimorman.gov.tr/food-aycicegi-tohumu-cerezlik-alaca-kavrulmus-167
Ayçiçek yağı,05.02.0003,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-aycicek-yagi-101
"ayran,  tam yağlı",01.02.0022,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-ayran-tam-yagli-700
"Ayran, yayık, Bursa",12.02.0060,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-ayran-yayik-bursa-462
"Ayran, yayık, Cevizli, Antalya",12.02.0111,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-ayran-yayik-cevizli-antalya-577
"Ayran, yayık, Diyarbakır",12.02.0122,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-ayran-yayik-diyarbakir-595
"Ayran, yayık, Mersin",12.02.0094,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-ayran-yayik-mersin-553
"Ayva, Eşme çeşidi",09.01.0006,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-ayva-esme-cesidi-336
"Badem ezmesi, Edirne",12.02.0041,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-badem-ezmesi-edirne-492
"Badem ezmesi, İstanbul",12.02.0133,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-badem-ezmesi-istanbul-613
"Badem, iç, kavulmuş",09.02.0009,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-badem-ic-kavulmus-387
"Badem, kabuklu, tatlı, çağla",09.01.0007,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-badem-kabuklu-tatli-cagla-386
"Baharat karışımı, köfte harcı",12.02.0016,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-baharat-karisimi-kofte-harci-436
Bakla,08.01.0002,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bakla-216
"Bakla, kuru",08.02.0052,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bakla-kuru-217
"Baklava, cevizli, Safranbolu",12.02.0134,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-baklava-cevizli-safranbolu-682
"Baklava, fıstıklı, İstanbul",12.02.0042,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-baklava-fistikli-istanbul-463
"Bal, çam",10.02.0002,Şeker ve şekerli ürünler,https://turkomp.tarimorman.gov.tr/?type=foods&group=10,https://turkomp.tarimorman.gov.tr/food-bal-cam-287
"Bal, çiçek",10.02.0001,Şeker ve şekerli ürünler,https://turkomp.tarimorman.gov.tr/?type=foods&group=10,https://turkomp.tarimorman.gov.tr/food-bal-cicek-288
Bamya,08.01.0003,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bamya-221
"Bamya, dondurulmuş",08.02.0047,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bamya-dondurulmus-224
"Bamya, konserve",08.02.0048,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bamya-konserve-222
"Bamya, kuru",08.02.0049,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bamya-kuru-223
Barbunya (barbun),04.01.0002,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-barbunya-barbun-91
"Barbunya fasulyesi, konserve",08.02.0050,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-barbunya-fasulyesi-konserve-510
"Barbunya fasulyesi, kuru",08.02.0051,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-barbunya-fasulyesi-kuru-211
Bazlama,06.02.0030,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bazlama-677
"Bergamot, meyve kabuğu",09.01.0008,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-bergamot-meyve-kabugu-315
Berlam,04.01.0003,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-berlam-89
Bezelye,08.01.0004,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bezelye-212
"Bezelye, dondurulmuş",08.02.0044,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bezelye-dondurulmus-213
"Bezelye, konserve",08.02.0045,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bezelye-konserve-214
"Bezelye, kuru",08.02.0046,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-bezelye-kuru-215
Biber salçası,08.02.0043,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-salcasi-181
"Biber, Çarliston tipi",08.01.0005,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-carliston-tipi-176
"Biber, dolma",08.01.0006,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-dolma-175
"Biber, kırmızı, acılı, pul",08.02.0042,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-kirmizi-acili-pul-184
"Biber, kırmızı, California Wonder tipi",08.01.0007,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-kirmizi-california-wonder-tipi-177
"Biber, kırmızı, dolmalık, kuru",08.02.0040,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-kirmizi-dolmalik-kuru-185
"Biber, kırmızı, toz",08.02.0038,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-kirmizi-toz-183
"Biber, közlenmiş, konserve",08.02.0041,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-kozlenmis-konserve-182
"Biber, sarı, California Wonder tipi",08.01.0008,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-sari-california-wonder-tipi-178
"Biber, sivri",08.01.0009,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-sivri-174
"Biber, süs, turşuluk",08.01.0010,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-biber-sus-tursuluk-179
"Bıldırcın eti, derisiz",03.01.0001,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-bildircin-eti-derisiz-67
Bira,11.02.0013,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-bira-422
"Bisküvi, bebe",06.02.0002,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-biskuvi-bebe-114
"Bisküvi, düşük proteinli, glutensiz, PKU",13.02.0012,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-biskuvi-dusuk-proteinli-glutensiz-pku-661
"Bisküvi, enerjisi azaltılmış, limon lifli, kepek eklenmiş",13.02.0016,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-biskuvi-enerjisi-azaltilmis-limon-lifli-kepek-eklenmis-655
"Bisküvi, glutensiz",13.02.0001,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-biskuvi-glutensiz-651
"Bisküvi, tatlı (petit beure)",06.02.0028,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-biskuvi-tatli-petit-beure-115
Böğürtlen,09.01.0009,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-bogurtlen-384
"Börek, ıspanaklı, dondurulmuş",06.02.0041,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-borek-ispanakli-dondurulmus-753
"Börek, peynirli, dondurulmuş",06.02.0040,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-borek-peynirli-dondurulmus-752
Börülce,08.01.0011,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-borulce-218
"Börülce, konserve",08.02.0036,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-borulce-konserve-220
"Börülce, kuru",08.02.0037,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-borulce-kuru-219
"Boza, İstanbul",12.02.0061,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-boza-istanbul-465
"Bozdağ kestane şekeri, İzmir",12.02.0127,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-bozdag-kestane-sekeri-izmir-601
Brokoli,08.01.0012,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-brokoli-249
Buğday kepeği,06.02.0004,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-kepegi-120
Buğday nişastası,06.02.0005,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-nisastasi-121
Buğday ruşeymi,06.02.0006,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-ruseymi-122
"Buğday, aşurelik",06.02.0043,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-asurelik-755
"Buğday, ekmeklik",06.01.0014,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-ekmeklik-118
"Buğday, makarnalık",06.01.0010,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-makarnalik-119
"Buğday, siyez",06.01.0015,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-siyez-731
"Buğday, un, ekmeklik, tip 550 (kül, kuru maddede ≤ % 0.55)",06.02.0010,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-un-ekmeklik-tip-550-kul-kuru-maddede---0-55-129
"Buğday, un, ekmeklik, tip 650 (kül, kuru maddede ≤ % 0.65)",06.02.0011,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-un-ekmeklik-tip-650-kul-kuru-maddede---0-65-130
"Buğday, un, ekmeklik, tip 850 (kül, kuru maddede ≤ % 0.85)",06.02.0012,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-bugday-un-ekmeklik-tip-850-kul-kuru-maddede---0-85-131
"Bulgur, pilavlık, Gaziantep",12.02.0058,"Tahıl ve tahıl ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=6, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-bulgur-pilavlik-gaziantep-460
"Bulgur, pilavlık, Karaman",12.02.0077,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-bulgur-pilavlik-karaman-523
"Çağ, kök",08.01.0101,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-cag-kok-729
"Çam fıstığı, kuru",07.02.0008,Yağlı tohumlar ve kuru baklagiller,https://turkomp.tarimorman.gov.tr/?type=foods&group=7,https://turkomp.tarimorman.gov.tr/food-cam-fistigi-kuru-166
Çavdar,06.01.0005,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-cavdar-123
Çavdar unu,06.02.0008,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-cavdar-unu-125
"Çay, kuşburnu",11.02.0018,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-cay-kusburnu-398
"Çay, siyah, kuru",11.02.0002,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-cay-siyah-kuru-411
"Ceviz, iç, kuru",09.01.0010,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-ceviz-ic-kuru-400
"Ceviz, Pikan, kuru",09.01.0011,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-ceviz-pikan-kuru-402
"Çikolata, beyaz",10.02.0003,Şeker ve şekerli ürünler,https://turkomp.tarimorman.gov.tr/?type=foods&group=10,https://turkomp.tarimorman.gov.tr/food-cikolata-beyaz-291
"Çikolata, bitter",10.02.0004,Şeker ve şekerli ürünler,https://turkomp.tarimorman.gov.tr/?type=foods&group=10,https://turkomp.tarimorman.gov.tr/food-cikolata-bitter-292
"Çikolata, sütlü",10.02.0005,Şeker ve şekerli ürünler,https://turkomp.tarimorman.gov.tr/?type=foods&group=10,https://turkomp.tarimorman.gov.tr/food-cikolata-sutlu-293
"Çikolata, sütlü, fındıklı",10.02.0016,Şeker ve şekerli ürünler,https://turkomp.tarimorman.gov.tr/?type=foods&group=10,https://turkomp.tarimorman.gov.tr/food-cikolata-sutlu-findikli-760
"Çikolata, sütlü, fruktozlu, diyabetik",13.02.0002,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-cikolata-sutlu-fruktozlu-diyabetik-645
"Çikolata, sütlü, tatlandırıcılı, diyabetik",13.02.0003,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-cikolata-sutlu-tatlandiricili-diyabetik-646
Çilek,09.01.0012,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-cilek-377
Çilek suyu,09.02.0056,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-cilek-suyu-378
"Çilek, dondurulmuş",09.02.0012,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-cilek-dondurulmus-380
Çıntar mantarı,08.01.0103,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-cintar-mantari-735
"Cips, mısır",12.02.0030,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-cips-misir-668
"Cips, patates",12.02.0031,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-cips-patates-669
"Çipura, yetiştirme",04.01.0004,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-cipura-yetistirme-511
Çiriş,08.01.0080,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-ciris-706
Çoban çantası,08.01.0075,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-coban-cantasi-707
"Çökelek, Çorum",12.02.0093,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-cokelek-corum-552
"Çökelek, Mersin",12.02.0044,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-cokelek-mersin-456
Çörek otu,12.02.0003,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-corek-otu-444
Çorum leblebisi,12.02.0069,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-corum-leblebisi-499
"Çöven, kök",08.01.0102,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-coven-kok-730
"Çubuk turşusu, salatalık, Ankara",12.02.0109,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-cubuk-tursusu-salatalik-ankara-574
"Dana eti, bonfile",03.01.0004,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-bonfile-41
"Dana eti, but",03.01.0006,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-but-45
"Dana eti, kol",03.01.0012,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-kol-44
"Dana eti, kontrfile",03.01.0013,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-kontrfile-42
"Dana eti, pirzola",03.01.0014,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-pirzola-43
Deli kereviz,08.01.0082,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-deli-kereviz-709
Deli maydanoz,08.01.0087,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-deli-maydanoz-714
Deniz börülcesi,08.01.0083,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-deniz-borulcesi-710
Denizli leblebisi,12.02.0115,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-denizli-leblebisi-583
Dereotu,08.01.0013,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-dereotu-255
"Devekuşu eti, but",03.01.0015,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-devekusu-eti-but-59
